ANTIG PVENTA SUP
63 53178.4841075795 126.625789669268
35 61124.6943765281 68.2831661092531
63 39731.0513447433 150.315867707172
35 64180.9290953545 132.385730211817
35 74572.1271393643 129.319955406912
25 73349.6332518337 108.045336306206
45 29339.8533007335 77.85209959123
63 152811.73594132 227.703455964326
80 194376.528117359 178.186547751765
63 146699.266503667 191.007060572278
35 36674.8166259169 121.23745819398
25 114547.677261614 192.214790040877
25 77628.3618581907 138.238573021182
13 155256.723716381 179.394277220364
8 160146.699266504 216.462281679673
8 146577.017114914 147.435897435897
8 102078.239608802 133.965068747677
5 124083.129584352 150.037160906726
5 102689.486552567 96.6183574879227
1 195476.772616137 159.977703455964
1 191564.792176039 159.977703455964
45 151589.24205379 203.920475659606
35 88630.8068459658 146.971386101821
45 103911.980440098 128.112225938313
63 289731.051344743 244.240059457451
63 289119.804400978 255.574136008919
45 220048.899755501 142.790784095132
63 213936.430317848 227.146042363434
63 165036.674816626 221.014492753623
63 182151.589242054 195.745076179859
80 183374.083129584 185.804533630621
80 196821.515892421 128.205128205128
63 210880.195599022 136.752136752137
45 87408.3129584352 163.972500929023
45 84352.0782396088 126.718691936083
45 159413.202933985 156.819026384244
80 183374.083129584 208.844295800818
8 311735.941320293 285.581568190264
25 206601.466992665 214.975845410628
80 151589.24205379 198.439241917503
45 36674.8166259169 115.2917131178
45 91564.7921760391 158.862876254181
1 116014.66992665 131.921218877741
25 88019.5599022005 109.16016350799
35 99633.2518337408 103.957636566332
35 43398.533007335 128.669639539205
5 102689.486552567 151.523597175771
45 157701.711491443 290.598290598291
45 490220.048899756 466.090672612412
18 152811.73594132 287.625418060201
35 354523.227383863 171.311780007432
63 46821.5158924205 138.238573021182
25 72127.1393643032 162.021553325901
1 177261.613691932 111.111111111111
1 171149.144254279 130.063173541434
1 189486.552567237 111.111111111111
1 189486.552567237 130.063173541434
1 189486.552567237 111.111111111111
1 195599.02200489 130.063173541434
1 195599.02200489 111.111111111111
45 405867.970660147 340.951319212189
45 158801.95599022 266.629505759941
35 146699.266503667 226.03121516165
25 146577.017114914 219.528056484578
25 188264.058679707 301.932367149758
25 161369.193154034 177.164622816797
25 177261.613691932 234.94983277592
25 190709.046454768 231.791155704199
8 117359.413202934 146.971386101821
2 121026.894865526 138.517279821628
2 161369.193154034 187.01226309922
2 145354.523227384 159.698996655518
2 222493.887530562 270.438498699368
1 184474.327628362 181.06651802304
1 179706.601466993 207.729468599034
1 193154.034229829 204.849498327759
1 213814.180929095 214.790040876997
25 285452.322738386 294.128576737272
13 268948.655256724 314.009661835749
45 162591.687041565 268.115942028986
25 129339.853300734 258.825715347454
45 133251.833740831 149.386845039019
13 226161.369193154 194.816053511706
35 37897.3105134474 120.122630992196
35 125916.870415648 182.088442958008
35 110635.696821516 151.244890375325
1 162591.687041565 179.67298402081
35 124572.127139364 175.771088814567
1 101130.806845966 98.6622073578595
8 222004.88997555 307.413600891862
35 141198.04400978 269.695280564846
25 216992.665036675 285.209959123003
25 219926.650366748 318.654775176514
35 58679.706601467 66.8896321070234
2 186430.317848411 122.63099219621
63 79339.8533007335 95.9680416202155
25 139189.486552567 191.099962839093
8 196821.515892421 251.207729468599
2 158312.958435208 208.658491267187
2 278728.606356968 347.175771088815
25 138141.809290954 260.126347082869
8 172371.638141809 211.445559271646
45 161369.193154034 243.032329988852
25 116136.919315403 169.639539204757
35 30562.3471882641 146.692679301375
8 251711.491442543 321.441843180974
8 293398.533007335 232.720178372352
80 80684.5965770171 332.590115198811
35 1540342.29828851 673.448532144184
18 360635.696821516 723.708658491267
8 702933.985330073 553.325901151988
8 1711491.44254279 594.29580081754
18 109902.200488998 159.048680787811
45 50122.2493887531 120.401337792642
25 41564.7921760391 61.5013006317354
25 137530.562347188 170.56856187291
25 152322.738386308 181.716833890747
25 142420.537897311 213.396506874768
18 166259.168704157 259.290226681531
25 143031.784841076 185.247120029729
18 183374.083129584 238.015607580825
18 144254.278728606 231.512448903753
18 151589.24205379 177.629134150873
18 158924.205378973 201.783723522854
18 146699.266503667 156.447417316983
18 380195.599022005 367.428465254552
18 152200.488997555 209.494611668525
18 152811.73594132 207.915273132664
13 132029.339853301 224.63768115942
13 149144.254278729 215.068747677443
13 216992.665036675 280.564845782237
8 174205.378973105 250.185804533631
8 205378.973105135 277.313266443701
8 326283.618581907 477.517651430695
8 287286.063569682 368.26458565589
8 133129.584352078 163.04347826087
8 139975.550122249 174.098848011892
5 140586.797066015 185.61872909699
5 128361.858190709 160.163507989595
5 132029.339853301 156.168710516537
2 152811.73594132 194.351542177629
5 127139.364303178 140.65403195838
5 129462.102689487 153.753251579339
5 138019.559902201 118.171683389075
2 117359.413202934 152.359717577109
2 201711.491442543 302.025269416574
2 140464.547677262 178.186547751765
2 195599.02200489 223.894463024898
2 238386.30806846 311.036789297659
18 128361.858190709 182.274247491639
13 150244.498777506 238.758825715347
18 150366.748166259 137.86696395392
25 145476.772616137 194.630248978075
25 183374.083129584 248.978075065032
25 157701.711491443 177.164622816797
25 216381.41809291 267.094017094017
18 175427.872860636 201.412114455593
35 352689.486552567 247.120029728725
63 127139.364303178 138.238573021182
63 195599.02200489 256.967670011148
63 198044.009779951 181.06651802304
80 38997.5550122249 185.154217762913
25 140464.547677262 296.822742474916
2 154034.229828851 130.434782608696
5 174205.378973105 205.499814195466
35 63569.6821515892 89.1861761426979
8 224938.875305623 188.405797101449
5 128361.858190709 127.090301003344
13 135696.821515892 138.145670754366
8 108190.709046455 122.352285395764
8 210268.948655257 241.824600520253
2 156259.168704157 187.569676700112
8 100244.498777506 116.68524712003
13 145048.899755501 154.775176514307
25 158924.205378973 269.881085098476
35 98410.7579462103 123.931623931624
13 207823.960880196 289.111854329246
8 112469.437652812 125.418060200669
5 144254.278728606 189.706428836864
25 219926.650366748 322.928279450019
25 186308.068459658 235.414344109996
25 197432.762836186 272.761055369751
18 406716.381418093 463.396506874768
13 531784.841075795 282.980304719435
13 168704.156479218 244.332961724266
8 235941.320293399 286.696395392048
8 198960.880195599 339.74358974359
8 256723.716381418 285.117056856187
8 278117.359413203 292.363433667782
8 232273.838630807 244.797473058343
8 394865.525672372 417.78149386845
5 391198.04400978 409.791898922334
5 299511.002444988 278.892604979561
1 262836.185819071 456.986250464511
25 267726.161369193 446.395392047566
35 193765.281173594 298.494983277592
25 178484.107579462 366.68524712003
25 310819.070904645 392.23337049424
35 226161.369193154 323.206986250465
13 171026.894865526 331.939799331104
13 421638.141809291 370.680044593088
45 62347.1882640587 162.021553325901
18 391198.04400978 418.060200668896
8 200488.997555012 228.167967298402
8 360635.696821516 346.432552954292
5 185819.070904645 147.528799702713
8 239486.552567237 371.609067261241
8 247555.012224939 246.191007060572
25 185819.070904645 291.99182460052
13 182151.589242054 275.641025641026
25 238386.30806846 381.828316610925
13 211002.444987775 333.890746934225
25 149841.075794621 265.05016722408
13 226161.369193154 427.257525083612
13 1564792.17603912 658.305462653289
25 151354.523227384 292.456335934597
25 457212.71393643 576.27276105537
